Protein_ID,Fold,Split
J7HWK5_L,fold_17,Train
O04806_C,fold_17,Train
P0CV94_L,fold_17,Train
P0CV95_L,fold_17,Train
Q1XBU5_L,fold_17,Train
Q20HU7_C,fold_17,Train
Q2XSC5_L,fold_17,Train
Q2XSC6_C,fold_17,Train
Q40322_C,fold_17,Train
Q5SBP3_L,fold_17,Train
Q675L1_C,fold_17,Train
Q675L2_L,fold_17,Train
Q6F5H2_C,fold_17,Train
Q6F5H3_C,fold_17,Train
Q6ZH94_L,fold_17,Train
Q84UV0_L,fold_17,Train
Q8H2B4_L,fold_17,Train
Q8L5K1_C,fold_17,Train
Q8L5K3_C,fold_17,Train
Q940E7_C,fold_17,Train
Q96376_L,fold_17,Train
Q9AXM7_C,fold_17,Train
Q9FUW5_C,fold_17,Train
Q9M5A4_C,fold_17,Train
Q9M7C9_C,fold_17,Train
Q9SPN0_L,fold_17,Train
Q9SPN1_L,fold_17,Train
Q9SW76_C,fold_17,Train
R4I6X2_L,fold_17,Train
R4YVJ5_C,fold_17,Train
slectg065_np871_L,fold_17,Train
slectg127_np665_L,fold_17,Train
slectg240_np1756_L,fold_17,Train
U5PZT6_L,fold_17,Train
vodctg000225_np551212.245_C,fold_17,Train
vodctg000225_np551212959_L,fold_17,Train
vodctg000245_np551212567_C,fold_17,Train
vraChr51716_C,fold_17,Train
vraChr52544_C,fold_17,Train
A0A7L7S5P2_L,fold_17,Test
A0A059SVB0_L,fold_18,Train
A0A068B0N9_L,fold_18,Train
A0A097ZLN9_L,fold_18,Train
A0A097ZLP5_L,fold_18,Train
A0A097ZLS9_L,fold_18,Train
A0A0D3ML99_C,fold_18,Train
A0A0F6PMD0_C,fold_18,Train
A0A140KFH3_L,fold_18,Train
A0A1C9J6A7_C,fold_18,Train
A0A1Q1N939_L,fold_18,Train
A0A2R3ZE38_L,fold_18,Train
A0A2R3ZE39_L,fold_18,Train
A0A345BJ04_L,fold_18,Train
A0A3G9EWY9_L,fold_18,Train
A0A481YAH7_C,fold_18,Train
A0A4Y5QVX4_C,fold_18,Train
A0A4Y5QWA6_L,fold_18,Train
A0A4Y5QZ62_L,fold_18,Train
A0A5B9G8E4_L,fold_18,Train
A0A6P6W6H5_C,fold_18,Train
A0A7G8EIM4_L,fold_18,Train
A0A7L7S5P2_L,fold_18,Train
A0A7L7S5U1_L,fold_18,Train
A0A7L7T499_L,fold_18,Train
A0A7L7TAQ2_L,fold_18,Train
A7IZZ1_C,fold_18,Train
ATY48639_L,fold_18,Train
B0F4G4_C,fold_18,Train
B1NA83_L,fold_18,Train
B1NA84_L,fold_18,Train
B6F137_L,fold_18,Train
C0KWV5_L,fold_18,Train
C0KWV7_L,fold_18,Train
C0KY88_L,fold_18,Train
C0PPR1_L,fold_18,Train
D4N3A0_L,fold_18,Train
D4N3A1_L,fold_18,Train
D5SL78_L,fold_18,Train
dinctg000_np1212847_L,fold_18,Train
F2XF93_L,fold_18,Train
F2XFA6_L,fold_18,Train
F8TWD1_L,fold_18,Train
F8TWD2_L,fold_18,Train
G5CV39_L,fold_18,Train
H6UQ81_L,fold_18,Train
H6WBC5_L,fold_18,Train
hmoChr44410_L,fold_18,Train
J7HWK5_L,fold_18,Train
O04806_C,fold_18,Train
P0CV94_L,fold_18,Train
P0CV95_L,fold_18,Train
Q1XBU5_L,fold_18,Train
Q20HU7_C,fold_18,Train
Q2XSC5_L,fold_18,Train
Q2XSC6_C,fold_18,Train
Q40322_C,fold_18,Train
Q5SBP3_L,fold_18,Train
Q675L1_C,fold_18,Train
Q675L2_L,fold_18,Train
Q6F5H2_C,fold_18,Train
Q6F5H3_C,fold_18,Train
Q6ZH94_L,fold_18,Train
Q84UV0_L,fold_18,Train
Q8H2B4_L,fold_18,Train
Q8L5K1_C,fold_18,Train
Q8L5K3_C,fold_18,Train
Q940E7_C,fold_18,Train
Q96376_L,fold_18,Train
Q9AXM7_C,fold_18,Train
Q9FUW5_C,fold_18,Train
Q9M5A4_C,fold_18,Train
Q9M7C9_C,fold_18,Train
Q9SPN0_L,fold_18,Train
Q9SPN1_L,fold_18,Train
Q9SW76_C,fold_18,Train
R4I6X2_L,fold_18,Train
R4YVJ5_C,fold_18,Train
slectg065_np871_L,fold_18,Train
slectg127_np665_L,fold_18,Train
slectg240_np1756_L,fold_18,Train
U5PZT6_L,fold_18,Train
vodctg000225_np551212.245_C,fold_18,Train
vodctg000225_np551212959_L,fold_18,Train
vodctg000245_np551212567_C,fold_18,Train
vraChr51716_C,fold_18,Train
vraChr52544_C,fold_18,Train
A0A6C0M6B5_L,fold_18,Test
A0A059SVB0_L,fold_19,Train
A0A068B0N9_L,fold_19,Train
A0A097ZLN9_L,fold_19,Train
A0A097ZLP5_L,fold_19,Train
A0A097ZLS9_L,fold_19,Train
A0A0D3ML99_C,fold_19,Train
A0A0F6PMD0_C,fold_19,Train
A0A140KFH3_L,fold_19,Train
A0A1C9J6A7_C,fold_19,Train
A0A1Q1N939_L,fold_19,Train
A0A2R3ZE38_L,fold_19,Train
A0A2R3ZE39_L,fold_19,Train
A0A3G9EWY9_L,fold_19,Train
A0A481YAH7_C,fold_19,Train
A0A4Y5QVX4_C,fold_19,Train
A0A4Y5QWA6_L,fold_19,Train
A0A4Y5QZ62_L,fold_19,Train
A0A5B9G8E4_L,fold_19,Train
A0A6C0M6B5_L,fold_19,Train
A0A6P6W6H5_C,fold_19,Train
A0A7G8EIM4_L,fold_19,Train
A0A7L7S5P2_L,fold_19,Train
A0A7L7S5U1_L,fold_19,Train
A0A7L7T499_L,fold_19,Train
A0A7L7TAQ2_L,fold_19,Train
A7IZZ1_C,fold_19,Train
ATY48639_L,fold_19,Train
B0F4G4_C,fold_19,Train
B1NA83_L,fold_19,Train
B1NA84_L,fold_19,Train
B6F137_L,fold_19,Train
C0KWV5_L,fold_19,Train
C0KWV7_L,fold_19,Train
C0KY88_L,fold_19,Train
C0PPR1_L,fold_19,Train
D4N3A0_L,fold_19,Train
D4N3A1_L,fold_19,Train
D5SL78_L,fold_19,Train
dinctg000_np1212847_L,fold_19,Train
F2XF93_L,fold_19,Train
F2XFA6_L,fold_19,Train
F8TWD1_L,fold_19,Train
F8TWD2_L,fold_19,Train
G5CV39_L,fold_19,Train
H6UQ81_L,fold_19,Train
H6WBC5_L,fold_19,Train
hmoChr44410_L,fold_19,Train
J7HWK5_L,fold_19,Train
O04806_C,fold_19,Train
P0CV94_L,fold_19,Train
P0CV95_L,fold_19,Train
Q1XBU5_L,fold_19,Train
Q20HU7_C,fold_19,Train
Q2XSC5_L,fold_19,Train
Q2XSC6_C,fold_19,Train
Q40322_C,fold_19,Train
Q5SBP3_L,fold_19,Train
Q675L1_C,fold_19,Train
Q675L2_L,fold_19,Train
Q6F5H2_C,fold_19,Train
Q6F5H3_C,fold_19,Train
Q6ZH94_L,fold_19,Train
Q84UV0_L,fold_19,Train
Q8H2B4_L,fold_19,Train
Q8L5K1_C,fold_19,Train
Q8L5K3_C,fold_19,Train
Q940E7_C,fold_19,Train
Q96376_L,fold_19,Train
Q9AXM7_C,fold_19,Train
Q9FUW5_C,fold_19,Train
Q9M5A4_C,fold_19,Train
Q9M7C9_C,fold_19,Train
Q9SPN0_L,fold_19,Train
Q9SPN1_L,fold_19,Train
Q9SW76_C,fold_19,Train
R4I6X2_L,fold_19,Train
R4YVJ5_C,fold_19,Train
slectg065_np871_L,fold_19,Train
slectg127_np665_L,fold_19,Train
slectg240_np1756_L,fold_19,Train
U5PZT6_L,fold_19,Train
vodctg000225_np551212.245_C,fold_19,Train
vodctg000225_np551212959_L,fold_19,Train
vodctg000245_np551212567_C,fold_19,Train
vraChr51716_C,fold_19,Train
vraChr52544_C,fold_19,Train
A0A345BJ04_L,fold_19,Test
A0A059SVB0_L,fold_20,Train
A0A068B0N9_L,fold_20,Train
A0A097ZLN9_L,fold_20,Train
A0A097ZLP5_L,fold_20,Train
A0A097ZLS9_L,fold_20,Train
A0A0D3ML99_C,fold_20,Train
A0A0F6PMD0_C,fold_20,Train
A0A140KFH3_L,fold_20,Train
A0A1C9J6A7_C,fold_20,Train
A0A1Q1N939_L,fold_20,Train
A0A2R3ZE38_L,fold_20,Train
A0A2R3ZE39_L,fold_20,Train
A0A345BJ04_L,fold_20,Train
A0A3G9EWY9_L,fold_20,Train
A0A481YAH7_C,fold_20,Train
A0A4Y5QVX4_C,fold_20,Train
A0A4Y5QWA6_L,fold_20,Train
A0A4Y5QZ62_L,fold_20,Train
A0A5B9G8E4_L,fold_20,Train
A0A6C0M6B5_L,fold_20,Train
A0A6P6W6H5_C,fold_20,Train
A0A7G8EIM4_L,fold_20,Train
A0A7L7S5P2_L,fold_20,Train
A0A7L7S5U1_L,fold_20,Train
A0A7L7T499_L,fold_20,Train
A0A7L7TAQ2_L,fold_20,Train
A7IZZ1_C,fold_20,Train
ATY48639_L,fold_20,Train
B0F4G4_C,fold_20,Train
B1NA83_L,fold_20,Train
B1NA84_L,fold_20,Train
B6F137_L,fold_20,Train
C0KWV5_L,fold_20,Train
C0KWV7_L,fold_20,Train
C0KY88_L,fold_20,Train
C0PPR1_L,fold_20,Train
D4N3A0_L,fold_20,Train
D4N3A1_L,fold_20,Train
D5SL78_L,fold_20,Train
dinctg000_np1212847_L,fold_20,Train
F2XF93_L,fold_20,Train
F2XFA6_L,fold_20,Train
F8TWD1_L,fold_20,Train
G5CV39_L,fold_20,Train
H6UQ81_L,fold_20,Train
H6WBC5_L,fold_20,Train
hmoChr44410_L,fold_20,Train
J7HWK5_L,fold_20,Train
O04806_C,fold_20,Train
P0CV94_L,fold_20,Train
P0CV95_L,fold_20,Train
Q1XBU5_L,fold_20,Train
Q20HU7_C,fold_20,Train
Q2XSC5_L,fold_20,Train
Q2XSC6_C,fold_20,Train
Q40322_C,fold_20,Train
Q5SBP3_L,fold_20,Train
Q675L1_C,fold_20,Train
Q675L2_L,fold_20,Train
Q6F5H2_C,fold_20,Train
Q6F5H3_C,fold_20,Train
Q6ZH94_L,fold_20,Train
Q84UV0_L,fold_20,Train
Q8H2B4_L,fold_20,Train
Q8L5K1_C,fold_20,Train
Q8L5K3_C,fold_20,Train
Q940E7_C,fold_20,Train
Q96376_L,fold_20,Train
Q9AXM7_C,fold_20,Train
Q9FUW5_C,fold_20,Train
Q9M5A4_C,fold_20,Train
Q9M7C9_C,fold_20,Train
Q9SPN0_L,fold_20,Train
Q9SPN1_L,fold_20,Train
Q9SW76_C,fold_20,Train
R4I6X2_L,fold_20,Train
R4YVJ5_C,fold_20,Train
slectg065_np871_L,fold_20,Train
slectg127_np665_L,fold_20,Train
slectg240_np1756_L,fold_20,Train
U5PZT6_L,fold_20,Train
vodctg000225_np551212.245_C,fold_20,Train
vodctg000225_np551212959_L,fold_20,Train
vodctg000245_np551212567_C,fold_20,Train
vraChr51716_C,fold_20,Train
vraChr52544_C,fold_20,Train
F8TWD2_L,fold_20,Test
A0A059SVB0_L,fold_21,Train
A0A068B0N9_L,fold_21,Train
A0A097ZLN9_L,fold_21,Train
A0A097ZLP5_L,fold_21,Train
A0A097ZLS9_L,fold_21,Train
A0A0D3ML99_C,fold_21,Train
A0A0F6PMD0_C,fold_21,Train
A0A140KFH3_L,fold_21,Train
A0A1C9J6A7_C,fold_21,Train
A0A1Q1N939_L,fold_21,Train
A0A2R3ZE38_L,fold_21,Train
A0A2R3ZE39_L,fold_21,Train
A0A345BJ04_L,fold_21,Train
A0A3G9EWY9_L,fold_21,Train
A0A481YAH7_C,fold_21,Train
A0A4Y5QVX4_C,fold_21,Train
A0A4Y5QWA6_L,fold_21,Train
A0A4Y5QZ62_L,fold_21,Train
A0A5B9G8E4_L,fold_21,Train
A0A6C0M6B5_L,fold_21,Train
A0A6P6W6H5_C,fold_21,Train
A0A7G8EIM4_L,fold_21,Train
A0A7L7S5P2_L,fold_21,Train
A0A7L7S5U1_L,fold_21,Train
A0A7L7T499_L,fold_21,Train
A0A7L7TAQ2_L,fold_21,Train
A7IZZ1_C,fold_21,Train
ATY48639_L,fold_21,Train
B0F4G4_C,fold_21,Train
B1NA83_L,fold_21,Train
B1NA84_L,fold_21,Train
B6F137_L,fold_21,Train
C0KWV5_L,fold_21,Train
C0KWV7_L,fold_21,Train
C0KY88_L,fold_21,Train
C0PPR1_L,fold_21,Train
D4N3A0_L,fold_21,Train
D4N3A1_L,fold_21,Train
D5SL78_L,fold_21,Train
dinctg000_np1212847_L,fold_21,Train
F2XF93_L,fold_21,Train
F2XFA6_L,fold_21,Train
F8TWD1_L,fold_21,Train
F8TWD2_L,fold_21,Train
G5CV39_L,fold_21,Train
H6WBC5_L,fold_21,Train
hmoChr44410_L,fold_21,Train
J7HWK5_L,fold_21,Train
O04806_C,fold_21,Train
P0CV94_L,fold_21,Train
P0CV95_L,fold_21,Train
Q1XBU5_L,fold_21,Train
Q20HU7_C,fold_21,Train
Q2XSC5_L,fold_21,Train
Q2XSC6_C,fold_21,Train
Q40322_C,fold_21,Train
Q5SBP3_L,fold_21,Train
Q675L1_C,fold_21,Train
Q675L2_L,fold_21,Train
Q6F5H2_C,fold_21,Train
Q6F5H3_C,fold_21,Train
Q6ZH94_L,fold_21,Train
Q84UV0_L,fold_21,Train
Q8H2B4_L,fold_21,Train
Q8L5K1_C,fold_21,Train
Q8L5K3_C,fold_21,Train
Q940E7_C,fold_21,Train
Q96376_L,fold_21,Train
Q9AXM7_C,fold_21,Train
Q9FUW5_C,fold_21,Train
Q9M5A4_C,fold_21,Train
Q9M7C9_C,fold_21,Train
Q9SPN0_L,fold_21,Train
Q9SPN1_L,fold_21,Train
Q9SW76_C,fold_21,Train
R4I6X2_L,fold_21,Train
R4YVJ5_C,fold_21,Train
slectg065_np871_L,fold_21,Train
slectg127_np665_L,fold_21,Train
slectg240_np1756_L,fold_21,Train
U5PZT6_L,fold_21,Train
vodctg000225_np551212.245_C,fold_21,Train
vodctg000225_np551212959_L,fold_21,Train
vodctg000245_np551212567_C,fold_21,Train
vraChr51716_C,fold_21,Train
vraChr52544_C,fold_21,Train
H6UQ81_L,fold_21,Test
A0A059SVB0_L,fold_22,Train
A0A068B0N9_L,fold_22,Train
A0A097ZLN9_L,fold_22,Train
A0A097ZLP5_L,fold_22,Train
A0A097ZLS9_L,fold_22,Train
A0A0D3ML99_C,fold_22,Train
A0A0F6PMD0_C,fold_22,Train
A0A140KFH3_L,fold_22,Train
A0A1C9J6A7_C,fold_22,Train
A0A1Q1N939_L,fold_22,Train
A0A2R3ZE39_L,fold_22,Train
A0A345BJ04_L,fold_22,Train
A0A3G9EWY9_L,fold_22,Train
A0A481YAH7_C,fold_22,Train
A0A4Y5QVX4_C,fold_22,Train
A0A4Y5QWA6_L,fold_22,Train
A0A4Y5QZ62_L,fold_22,Train
A0A5B9G8E4_L,fold_22,Train
A0A6C0M6B5_L,fold_22,Train
A0A6P6W6H5_C,fold_22,Train
A0A7G8EIM4_L,fold_22,Train
A0A7L7S5P2_L,fold_22,Train
A0A7L7S5U1_L,fold_22,Train
A0A7L7T499_L,fold_22,Train
A0A7L7TAQ2_L,fold_22,Train
A7IZZ1_C,fold_22,Train
ATY48639_L,fold_22,Train
B0F4G4_C,fold_22,Train
B1NA83_L,fold_22,Train
B1NA84_L,fold_22,Train
B6F137_L,fold_22,Train
C0KWV5_L,fold_22,Train
C0KWV7_L,fold_22,Train
C0KY88_L,fold_22,Train
C0PPR1_L,fold_22,Train
D4N3A0_L,fold_22,Train
D4N3A1_L,fold_22,Train
D5SL78_L,fold_22,Train
dinctg000_np1212847_L,fold_22,Train
F2XF93_L,fold_22,Train
F2XFA6_L,fold_22,Train
F8TWD1_L,fold_22,Train
F8TWD2_L,fold_22,Train
G5CV39_L,fold_22,Train
H6UQ81_L,fold_22,Train
H6WBC5_L,fold_22,Train
hmoChr44410_L,fold_22,Train
J7HWK5_L,fold_22,Train
O04806_C,fold_22,Train
P0CV94_L,fold_22,Train
P0CV95_L,fold_22,Train
Q1XBU5_L,fold_22,Train
Q20HU7_C,fold_22,Train
Q2XSC5_L,fold_22,Train
Q2XSC6_C,fold_22,Train
Q40322_C,fold_22,Train
Q5SBP3_L,fold_22,Train
Q675L1_C,fold_22,Train
Q675L2_L,fold_22,Train
Q6F5H2_C,fold_22,Train
Q6F5H3_C,fold_22,Train
Q6ZH94_L,fold_22,Train
Q84UV0_L,fold_22,Train
Q8H2B4_L,fold_22,Train
Q8L5K1_C,fold_22,Train
Q8L5K3_C,fold_22,Train
Q940E7_C,fold_22,Train
Q96376_L,fold_22,Train
Q9AXM7_C,fold_22,Train
Q9FUW5_C,fold_22,Train
Q9M5A4_C,fold_22,Train
Q9M7C9_C,fold_22,Train
Q9SPN0_L,fold_22,Train
Q9SPN1_L,fold_22,Train
Q9SW76_C,fold_22,Train
R4I6X2_L,fold_22,Train
R4YVJ5_C,fold_22,Train
slectg065_np871_L,fold_22,Train
slectg127_np665_L,fold_22,Train
slectg240_np1756_L,fold_22,Train
U5PZT6_L,fold_22,Train
vodctg000225_np551212.245_C,fold_22,Train
vodctg000225_np551212959_L,fold_22,Train
vodctg000245_np551212567_C,fold_22,Train
vraChr51716_C,fold_22,Train
vraChr52544_C,fold_22,Train
A0A2R3ZE38_L,fold_22,Test
A0A059SVB0_L,fold_23,Train
A0A068B0N9_L,fold_23,Train
A0A097ZLN9_L,fold_23,Train
A0A097ZLP5_L,fold_23,Train
A0A097ZLS9_L,fold_23,Train
A0A0D3ML99_C,fold_23,Train
A0A0F6PMD0_C,fold_23,Train
A0A140KFH3_L,fold_23,Train
A0A1C9J6A7_C,fold_23,Train
A0A1Q1N939_L,fold_23,Train
A0A2R3ZE38_L,fold_23,Train
A0A2R3ZE39_L,fold_23,Train
A0A345BJ04_L,fold_23,Train
A0A3G9EWY9_L,fold_23,Train
A0A481YAH7_C,fold_23,Train
A0A4Y5QVX4_C,fold_23,Train
A0A4Y5QWA6_L,fold_23,Train
A0A4Y5QZ62_L,fold_23,Train
A0A5B9G8E4_L,fold_23,Train
A0A6C0M6B5_L,fold_23,Train
A0A6P6W6H5_C,fold_23,Train
A0A7G8EIM4_L,fold_23,Train
A0A7L7S5P2_L,fold_23,Train
A0A7L7S5U1_L,fold_23,Train
A0A7L7T499_L,fold_23,Train
A0A7L7TAQ2_L,fold_23,Train
A7IZZ1_C,fold_23,Train
ATY48639_L,fold_23,Train
B0F4G4_C,fold_23,Train
B1NA83_L,fold_23,Train
B1NA84_L,fold_23,Train
B6F137_L,fold_23,Train
C0KWV5_L,fold_23,Train
C0KWV7_L,fold_23,Train
C0KY88_L,fold_23,Train
C0PPR1_L,fold_23,Train
D4N3A0_L,fold_23,Train
D4N3A1_L,fold_23,Train
D5SL78_L,fold_23,Train
dinctg000_np1212847_L,fold_23,Train
F2XF93_L,fold_23,Train
F2XFA6_L,fold_23,Train
F8TWD1_L,fold_23,Train
F8TWD2_L,fold_23,Train
G5CV39_L,fold_23,Train
H6UQ81_L,fold_23,Train
H6WBC5_L,fold_23,Train
hmoChr44410_L,fold_23,Train
J7HWK5_L,fold_23,Train
O04806_C,fold_23,Train
P0CV94_L,fold_23,Train
P0CV95_L,fold_23,Train
Q20HU7_C,fold_23,Train
Q2XSC5_L,fold_23,Train
Q2XSC6_C,fold_23,Train
Q40322_C,fold_23,Train
Q5SBP3_L,fold_23,Train
Q675L1_C,fold_23,Train
Q675L2_L,fold_23,Train
Q6F5H2_C,fold_23,Train
Q6F5H3_C,fold_23,Train
Q6ZH94_L,fold_23,Train
Q84UV0_L,fold_23,Train
Q8H2B4_L,fold_23,Train
Q8L5K1_C,fold_23,Train
Q8L5K3_C,fold_23,Train
Q940E7_C,fold_23,Train
Q96376_L,fold_23,Train
Q9AXM7_C,fold_23,Train
Q9FUW5_C,fold_23,Train
Q9M5A4_C,fold_23,Train
Q9M7C9_C,fold_23,Train
Q9SPN0_L,fold_23,Train
Q9SPN1_L,fold_23,Train
Q9SW76_C,fold_23,Train
R4I6X2_L,fold_23,Train
R4YVJ5_C,fold_23,Train
slectg065_np871_L,fold_23,Train
slectg127_np665_L,fold_23,Train
slectg240_np1756_L,fold_23,Train
U5PZT6_L,fold_23,Train
vodctg000225_np551212.245_C,fold_23,Train
vodctg000225_np551212959_L,fold_23,Train
vodctg000245_np551212567_C,fold_23,Train
vraChr51716_C,fold_23,Train
vraChr52544_C,fold_23,Train
Q1XBU5_L,fold_23,Test
A0A059SVB0_L,fold_24,Train
A0A068B0N9_L,fold_24,Train
A0A097ZLN9_L,fold_24,Train
A0A097ZLP5_L,fold_24,Train
A0A097ZLS9_L,fold_24,Train
A0A0D3ML99_C,fold_24,Train
A0A0F6PMD0_C,fold_24,Train
A0A140KFH3_L,fold_24,Train
A0A1C9J6A7_C,fold_24,Train
A0A1Q1N939_L,fold_24,Train
A0A2R3ZE38_L,fold_24,Train
A0A2R3ZE39_L,fold_24,Train
A0A345BJ04_L,fold_24,Train
A0A3G9EWY9_L,fold_24,Train
A0A481YAH7_C,fold_24,Train
A0A4Y5QVX4_C,fold_24,Train
A0A4Y5QWA6_L,fold_24,Train
A0A4Y5QZ62_L,fold_24,Train
A0A5B9G8E4_L,fold_24,Train
A0A6C0M6B5_L,fold_24,Train
A0A6P6W6H5_C,fold_24,Train
A0A7G8EIM4_L,fold_24,Train
A0A7L7S5P2_L,fold_24,Train
A0A7L7S5U1_L,fold_24,Train
A0A7L7T499_L,fold_24,Train
A0A7L7TAQ2_L,fold_24,Train
A7IZZ1_C,fold_24,Train
ATY48639_L,fold_24,Train
B0F4G4_C,fold_24,Train
B1NA83_L,fold_24,Train
B1NA84_L,fold_24,Train
B6F137_L,fold_24,Train
C0KWV5_L,fold_24,Train
C0KWV7_L,fold_24,Train
C0KY88_L,fold_24,Train
C0PPR1_L,fold_24,Train
D4N3A0_L,fold_24,Train
D4N3A1_L,fold_24,Train
D5SL78_L,fold_24,Train
dinctg000_np1212847_L,fold_24,Train
F2XF93_L,fold_24,Train
F2XFA6_L,fold_24,Train
F8TWD1_L,fold_24,Train
F8TWD2_L,fold_24,Train
G5CV39_L,fold_24,Train
H6UQ81_L,fold_24,Train
H6WBC5_L,fold_24,Train
hmoChr44410_L,fold_24,Train
J7HWK5_L,fold_24,Train
O04806_C,fold_24,Train
P0CV94_L,fold_24,Train
P0CV95_L,fold_24,Train
Q1XBU5_L,fold_24,Train
Q2XSC5_L,fold_24,Train
Q2XSC6_C,fold_24,Train
Q40322_C,fold_24,Train
Q5SBP3_L,fold_24,Train
Q675L1_C,fold_24,Train
Q675L2_L,fold_24,Train
Q6F5H2_C,fold_24,Train
Q6F5H3_C,fold_24,Train
Q6ZH94_L,fold_24,Train
Q84UV0_L,fold_24,Train
Q8H2B4_L,fold_24,Train
Q8L5K1_C,fold_24,Train
Q8L5K3_C,fold_24,Train
Q940E7_C,fold_24,Train
Q96376_L,fold_24,Train
Q9AXM7_C,fold_24,Train
Q9FUW5_C,fold_24,Train
Q9M5A4_C,fold_24,Train
Q9M7C9_C,fold_24,Train
Q9SPN0_L,fold_24,Train
Q9SPN1_L,fold_24,Train
Q9SW76_C,fold_24,Train
R4I6X2_L,fold_24,Train
R4YVJ5_C,fold_24,Train
slectg065_np871_L,fold_24,Train
slectg127_np665_L,fold_24,Train
slectg240_np1756_L,fold_24,Train
U5PZT6_L,fold_24,Train
vodctg000225_np551212.245_C,fold_24,Train
vodctg000225_np551212959_L,fold_24,Train
vodctg000245_np551212567_C,fold_24,Train
vraChr51716_C,fold_24,Train
vraChr52544_C,fold_24,Train
Q20HU7_C,fold_24,Test
A0A059SVB0_L,fold_25,Train
A0A068B0N9_L,fold_25,Train
A0A097ZLN9_L,fold_25,Train
A0A097ZLP5_L,fold_25,Train
A0A097ZLS9_L,fold_25,Train
A0A0D3ML99_C,fold_25,Train
A0A0F6PMD0_C,fold_25,Train
A0A140KFH3_L,fold_25,Train
A0A1C9J6A7_C,fold_25,Train
A0A1Q1N939_L,fold_25,Train
A0A2R3ZE38_L,fold_25,Train
A0A2R3ZE39_L,fold_25,Train
A0A345BJ04_L,fold_25,Train
A0A3G9EWY9_L,fold_25,Train
A0A481YAH7_C,fold_25,Train
A0A4Y5QVX4_C,fold_25,Train
A0A4Y5QWA6_L,fold_25,Train
A0A4Y5QZ62_L,fold_25,Train
A0A5B9G8E4_L,fold_25,Train
A0A6C0M6B5_L,fold_25,Train
A0A6P6W6H5_C,fold_25,Train
A0A7G8EIM4_L,fold_25,Train
A0A7L7S5P2_L,fold_25,Train
A0A7L7S5U1_L,fold_25,Train
A0A7L7T499_L,fold_25,Train
A0A7L7TAQ2_L,fold_25,Train
A7IZZ1_C,fold_25,Train
ATY48639_L,fold_25,Train
B0F4G4_C,fold_25,Train
B1NA83_L,fold_25,Train
B1NA84_L,fold_25,Train
B6F137_L,fold_25,Train
C0KWV5_L,fold_25,Train
C0KWV7_L,fold_25,Train
C0KY88_L,fold_25,Train
C0PPR1_L,fold_25,Train
D4N3A0_L,fold_25,Train
D4N3A1_L,fold_25,Train
D5SL78_L,fold_25,Train
dinctg000_np1212847_L,fold_25,Train
F2XF93_L,fold_25,Train
F2XFA6_L,fold_25,Train
F8TWD1_L,fold_25,Train
F8TWD2_L,fold_25,Train
G5CV39_L,fold_25,Train
H6UQ81_L,fold_25,Train
H6WBC5_L,fold_25,Train
hmoChr44410_L,fold_25,Train
J7HWK5_L,fold_25,Train
O04806_C,fold_25,Train
P0CV94_L,fold_25,Train
P0CV95_L,fold_25,Train
Q1XBU5_L,fold_25,Train
Q20HU7_C,fold_25,Train
Q2XSC5_L,fold_25,Train
Q2XSC6_C,fold_25,Train
Q40322_C,fold_25,Train
Q675L1_C,fold_25,Train
Q675L2_L,fold_25,Train
Q6F5H2_C,fold_25,Train
Q6F5H3_C,fold_25,Train
Q6ZH94_L,fold_25,Train
Q84UV0_L,fold_25,Train
Q8H2B4_L,fold_25,Train
Q8L5K1_C,fold_25,Train
Q8L5K3_C,fold_25,Train
Q940E7_C,fold_25,Train
Q96376_L,fold_25,Train
Q9AXM7_C,fold_25,Train
Q9FUW5_C,fold_25,Train
Q9M5A4_C,fold_25,Train
Q9M7C9_C,fold_25,Train
Q9SPN0_L,fold_25,Train
Q9SPN1_L,fold_25,Train
Q9SW76_C,fold_25,Train
R4I6X2_L,fold_25,Train
R4YVJ5_C,fold_25,Train
slectg065_np871_L,fold_25,Train
slectg127_np665_L,fold_25,Train
slectg240_np1756_L,fold_25,Train
U5PZT6_L,fold_25,Train
vodctg000225_np551212.245_C,fold_25,Train
vodctg000225_np551212959_L,fold_25,Train
vodctg000245_np551212567_C,fold_25,Train
vraChr51716_C,fold_25,Train
vraChr52544_C,fold_25,Train
Q5SBP3_L,fold_25,Test
A0A059SVB0_L,fold_26,Train
A0A068B0N9_L,fold_26,Train
A0A097ZLN9_L,fold_26,Train
A0A097ZLP5_L,fold_26,Train
A0A097ZLS9_L,fold_26,Train
A0A0D3ML99_C,fold_26,Train
A0A0F6PMD0_C,fold_26,Train
A0A140KFH3_L,fold_26,Train
A0A1C9J6A7_C,fold_26,Train
A0A1Q1N939_L,fold_26,Train
A0A2R3ZE38_L,fold_26,Train
A0A2R3ZE39_L,fold_26,Train
A0A345BJ04_L,fold_26,Train
A0A3G9EWY9_L,fold_26,Train
A0A481YAH7_C,fold_26,Train
A0A4Y5QVX4_C,fold_26,Train
A0A4Y5QWA6_L,fold_26,Train
A0A4Y5QZ62_L,fold_26,Train
A0A5B9G8E4_L,fold_26,Train
A0A6C0M6B5_L,fold_26,Train
A0A6P6W6H5_C,fold_26,Train
A0A7G8EIM4_L,fold_26,Train
A0A7L7S5P2_L,fold_26,Train
A0A7L7S5U1_L,fold_26,Train
A0A7L7T499_L,fold_26,Train
A0A7L7TAQ2_L,fold_26,Train
